"#tblds_11_OrganicAcids_1980s_1990s.csv: Concentrations of low-molecular-weight organic acids in groundwater derived from the degradation of petroleum contamination at National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA from 1986 - 1990.  For wells with no oil, groundwater samples were collected with a submersible pump (Keck or Fultz) fitted with polytetrafluoroethylene (PTFE) tubing.  For wells with oil, groundwater samples were collected with a PTFE bailer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR. NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RecordID,dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,qaqc_sample,medium_cd,sample_type_cd,lab_type_cd,lab_rep_cd,lab_run_cd,parm_cd,parm_shortname,remark_cd,result_va,result_variability,result_variability_descript,meth_cd,pub,Comments,Comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,ds_11,x521,B 521 #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO103,3_4_DMe_benzoic_acid_ugL,,3.27,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,ds_11,x521,B 521 #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO086,2_4_6_TMe_benzoic_acid_ugL,,2.91,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,ds_11,x521,B 521 #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO091,unk_aliphatics_ugL,E,433,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,ds_11,x521,B 521 #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO092,unk_alicyclics_ugL,E,123,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,ds_11,x521,B 521 #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO093,unk_aromatics_ugL,E,66.1,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO075,acetic_acid_ugL,,420.24,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO076,propanoic_acid_ugL,,23.92,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO104,isobutanoic_acid_ugL,,0.43,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO081,butanoic_acid_ugL,,2.38,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO077,isopentanoic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO105,pentanoic_acid_ugL,,0.94,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO078,heptanoic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO079,phenol_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO080,cyclohexanoic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO082,x_x_DMe_cyclohexanoic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO088,benzoic_acid_ugL,,1.28,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO083,o_toluic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO096,m_toluic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO097,p_toluic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO098,phenylacetic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO099,2_4_and_2_5_DMe_benzoic_acid_ugL,,10.04,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO100,2_6_DMe_benzoic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO101,m_MePh_acetic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO102,p_MePh_acetic_acid_ugL,bdl,,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO103,3_4_DMe_benzoic_acid_ugL,,1.11,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO086,2_4_6_TMe_benzoic_acid_ugL,,4,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,ds_11,x530A,B 530a #1,8/15/1990,Exact sample date unknown. I. Cozzarelli records indicated only month/year of sample collection.  Assigned sample date of the 15th of the month.  ,N,WG,9,L9,A,1,xLO091,unk_aliphatics_ugL,E,4.84,,,xLGC03,"Cozzarelli, I.M., Baedecker, M.J., Eganhouse, R.P., and Goerlitz, D.F. 1994. The geochemical evolution of low-molecular-weight organic acids derived from the degradation of petroleum contaminants in groundwater. Geochimica et Cosmochimica Acta 58, no. 2: 863–877; Cozzarelli, I.M., 1993, The biogeochemical fate of organic acids in a shallow aquifer contaminated with gasoline: Charlottesville, University of Virginia, Ph.D. dissertation, 240 p.; Cozzarelli, I.M., Eganhouse. R.P., and  Baedecker, M.J. 1990. Transformation of monoaromatic hydrocarbons to organic acids in anoxic groundwater environment. Environmental Geology and Water Sciences, 16(2), pp.135-141.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
