LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
x1105,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1105-2,342753.49,5271030.76,1.0,-33.37,430.314,0.0,20110620,,4.877,MN Pollution Control Agency (MPCA),J. Julik,1.829,2.438,,428.485,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"core named  ""UBC5"" in planning docs. Vadose core only. No core recovery length recorded. Drilling notes were vague, did not fill out all information.",Located near 604G
x1105,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1105-3,342753.49,5271030.76,1.0,-33.37,430.314,0.0,20110620,,4.877,MN Pollution Control Agency (MPCA),J. Julik,2.438,3.658,,427.876,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"core named ""UBC5"" in planning docs. Vadose core only. No core recovery length recorded. Drilling notes were vague, did not fill out all information.",Located near 604G
x1105,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1105-4,342753.49,5271030.76,1.0,-33.37,430.314,0.0,20110620,,4.877,MN Pollution Control Agency (MPCA),J. Julik,4.115,4.877,,426.199,0.762,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"core named ""UBC5"" in planning docs. Vadose core only. No core recovery length recorded. Drilling notes were vague, did not fill out all information.",Located near 604G
x1106,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1106-1,342753.79,5271030.89,1.0,-33.04,430.303,0.0,20110620,,1.829,MN Pollution Control Agency (MPCA),J. Julik,0.61,1.219,,429.693,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Cannot read drilling comments. Drilling notes were vague, missing a lot of information.",Located near ??
x1106,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1106-2,342753.79,5271030.89,1.0,-33.04,430.303,0.0,20110620,,1.829,MN Pollution Control Agency (MPCA),J. Julik,1.219,1.829,,429.084,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Cannot read drilling comments. Drilling notes were vague, missing a lot of information.",Located near ??
x1107,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1107-1,342773.3,5271036.7,1.0,-12.85,430.279,0.0,20110620,,3.658,MN Pollution Control Agency (MPCA)),J. Julik,0.0,1.219,,430.279,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Vadose core only. Drilling notes were vague, missing a lot of information.",Located near 9016G
x1107,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1107-2,342773.3,5271036.7,1.0,-12.85,430.279,0.0,20110620,,3.658,MN Pollution Control Agency (MPCA)),J. Julik,1.219,2.438,,429.06,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Vadose core only. Drilling notes were vague, missing a lot of information.",Located near 9016G
x1107,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1107-3,342773.3,5271036.7,1.0,-12.85,430.279,0.0,20110620,,3.658,MN Pollution Control Agency (MPCA)),J. Julik,2.438,3.658,,427.841,1.219,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Vadose core only. Drilling notes were vague, missing a lot of information.",Located near 9016G
x1108,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1108,342752.36,5271030.92,1.0,-34.34,430.334,0.0,20110620,,5.182,USGS MN Water Science Center,J. Greene; A. Berg,5.182,7.315,1.868,425.152,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Spanning the water table,Yes,Pounded good. Good recovery.,Located near 604B
x1109,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1109,342830.06,5271050.77,1.0,44.74,432.723,0.0,20110621,,10.211,USGS MN Water Science Center,J. Greene; A. Berg,8.077,10.211,1.585,424.646,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Spanning the water table,Yes,Pounded good. Did not freeze. Small area of free product.,Located near 532 nest
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-1,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,0.0,0.61,0.479,432.871,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-2,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,0.61,1.219,0.546,432.261,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-3,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,1.219,1.829,0.357,431.652,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-4,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,1.829,2.438,0.509,431.042,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-5,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,2.438,3.048,0.533,430.433,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-6,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,3.048,3.658,0.576,429.823,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-7,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,3.658,4.267,0.61,429.213,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-8,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,4.267,4.877,0.661,428.604,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-9,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,4.877,5.486,0.533,427.994,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-10,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,5.486,6.096,0.533,427.385,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-11,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,6.096,6.706,0.634,426.775,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-12,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,6.706,7.315,0.649,426.165,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1110-13,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,7.315,7.925,0.634,425.556,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 601G
x1110,Bemidji,t,test hole with samples collected by unknown or multiple coring devices,,,1110-14,342806.8,5271046.79,1.0,21.87,432.871,0.0,20110621,"Started coring on 6/21/11 by MPCA, finished coring on 06/22/11 by USGS",9.754,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,7.62,9.754,1.189,425.251,2.134,Hollow stem: 7-ft wireline piston core sample barrel with freezing drive shoe into 1.875-inch polycarbonate sleeve,Spanning the water table,Yes,Installed geoelectrode string down this hole w/USGS rig. Pounded extremely easy. Core date: 06/22/11 at 08:30 CDT.,Located near 601G
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-1,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,0.0,0.61,0.357,433.709,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-2,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,0.61,1.219,0.405,433.099,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-3,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,1.219,1.829,0.14,432.49,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-4,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,1.829,2.438,0.509,431.88,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-5,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,2.438,3.048,0.573,431.271,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-6,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,3.048,3.658,0.546,430.661,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-7,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,3.658,4.267,0.558,430.051,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-8,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,4.267,4.877,0.576,429.442,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-9,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,4.877,5.486,0.902,428.832,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-10,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,5.486,6.096,0.698,428.223,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-11,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,6.096,6.706,0.674,427.613,0.61,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,Installed geoelectrode string down this hole w/USGS rig.,Located near 1101 well nest
x1111,Bemidji,tg,test hole with samples collected by a Geoprobe,,,1111-12,342891.3,5271082.39,1.0,113.54,433.709,0.0,20110621,"Started coring on 6/21/11 by MPCA, MPCA finished coring on 6/22/11 at 14:30 CDT.  USGS finished installation 6/23/11 15:00 CDT",13.716,USGS MN Water Science Center,J. Julik; J. Greene; A. Berg,6.706,7.315,0.0,427.003,0.0,Geoprobe macrocore (outdated system) tooling: 4-ft PVC liner with 1.75-inch inner dia.,Unsaturated zone,No,"Installed geoelectrode string down this hole w/USGS rig. According to drilling notes, this core was not pounded and therefore there was no recovery.",Located near 1101 well nest
