"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"The thermodynamic landscape of methanogenic PAH degradation","https://scispace.com/paper/the-thermodynamic-landscape-of-methanogenic-pah-degradation-42lyrkln21","2009","Journal Article","Microbial Biotechnology","Jan Dolfing
Aiping Xu
Neil D. Gray
Stephen R. Larter
Ian M. Head","10.1111/J.1751-7915.2009.00096.X","https://sfamjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/j.1751-7915.2009.00096.x","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Summary
Methanogenic degradation of polycyclic aromatic hydrocarbons (PAHs) has long been considered impossible, but evidence in contaminated near surface environments and biodegrading petroleum reservoirs suggests that this is not necessarily the case. To evaluate the thermodynamic constraints on methanogenic PAH degradation we have estimated the Gibbs free energy values for naphthalene, phenanthrene, anthracene, pyrene and chrysene in the aqueous phase, and used these values to evaluate several possible routes whereby PAHs may be converted to methane. Under standard conditions (25°C, solutes at 1 M concentrations, and gases at 1 atm), methanogenic degradation of these PAHs yields between 209 and 331 kJ mol−1. Per mole of methane produced this is 27–35 kJ mol−1, indicating that PAH-based methanogenesis is exergonic. We evaluated the energetics of three potential PAH degradation routes: oxidation to H2/CO2, complete conversion to acetate, or incomplete oxidation to H2 plus acetate. Depending on the in situ conditions the energetically most favourable pathway for the PAH-degrading organisms is oxidation to H2/CO2 or conversion into acetate. These are not necessarily the pathways that prevail in the environment. This may be because the kinetic theory of optimal length of metabolic pathways suggests that PAH degraders may have evolved towards incomplete oxidation to acetate plus H2 as the optimal pathway."
"Methanogenic Oil Degradation in the Dagang Oil Field","https://scispace.com/paper/methanogenic-oil-degradation-in-the-dagang-oil-field-5fb7ilvscd","2014","","","Núria Jiménez
Minmin Cai
Nontje Straaten
Jun Yao
Hans H. Richnow
Martin Krüger","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Abstract In situ biotransformation of oil to methane was investigated in a reservoir in Dagang, China using chemical fingerprinting, isotopic analyzes and molecular and biological methods. The reservoir is highly methanogenic despite chemical indications of advanced oil degradation, such as depletion of n-alkanes, alkylbenzenes and light polycyclic aromatic hydrocarbon (PAH) fractions or changes in the distribution of several alkylated polycyclic aromatic hydrocarbons. The degree of degradation strongly varied between different parts of the reservoir, ranging from severely degraded to nearly undegraded oil compositions. Geochemical data from oil, water and gas samples taken from the reservoir are consistent with in situ biogenic methane production linked to aliphatic and aromatic hydrocarbon degradation. Microcosms were inoculated with production and injection waters in order to characterize these processes in vitro. Subsequent degradation experiments revealed that autochthonous microbiota are capable of producing methane from 13C labelled n-hexadecane or 2-methylnaphthalene and suggest that further methanogenesis may occur from the aromatic and polyaromatic fractions of Dagang reservoir fluids. The microbial communities from produced oil–water samples were composed of high numbers of microorganisms (on the order to 107), including methane producing Archaea within the same order of magnitude. In summary, the investigated sections of the Dagang reservoir may have significant potential for testing the viability of in situ conversion of oil to methane as an enhanced recovery method and biodegradation of the aromatic fractions of the oil may be an important methane source."
"Microbial Bioremediation of Petroleum Hydrocarbons","https://scispace.com/paper/microbial-bioremediation-of-petroleum-hydrocarbons-3y0mr1xre5","2021","Book Chapter","","Sharmila Jayasena
Madushika Perera","10.1007/978-981-15-7447-4_11","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Petroleum oil, a naturally occurring limited resource, is in high demand globally and has led to the extensive drilling, storage, and international transportation The past decades have seen several spills and seepage of crude oil resulting from accidents Petroleum oil, which occurs as crude oil, is a complex and variable mixture of hydrocarbons, comprising saturates, aromatics, resins, and asphaltenes in varying proportions Due to the toxicity and recalcitrant nature of petroleum hydrocarbons, crude oil pollution is currently considered a global environmental hazard While a variety of mechanisms (physical and chemical) are used to tackle such accidental exposures, they are costly and have inherent limitations that may affect the ecological balance Thus, microbial biodegradation of petroleum hydrocarbons has been generating increasing interest as a cost-effective method that causes the least damage to the ecological balance Hydrocarbonoclastic microbes, both bacteria and fungi have been isolated from contaminated sites and are investigated for their degradation potential While bacteria have the advantage of fast turn over, they are limited in that most species are able to utilize only a limited and often narrow range of hydrocarbons Fungi, on the other hand, are intrinsically harder and appear to be more versatile in their utilization of petroleum hydrocarbons The main challenges in use of microbial biodegradation to tackle pollution are complete removal of all the hydrocarbon components and obtaining adequate efficiency in the process The need to improve the degradation potential by microbes continues to drive the exploration for new isolates, as well as the more recent interest in investigation of microbial consortia Use of microbial consortia requires an understanding of their individual requirements as well as the interactions between them"
"Assessing anaerobic microbial degradation rates of crude light oil with reverse stable isotope labelling and community analysis","https://scispace.com/paper/assessing-anaerobic-microbial-degradation-rates-of-crude-31t07dcoku","2024","Journal Article","","Sebastian Beilig
Mark Pannekens
Lisa Voskuhl
Rainer U. Meckenstock","10.3389/frmbi.2024.1324967","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies anaerobic degradation of light oil using reverse stable isotope labeling; does not address heavy oil, thermodynamics, exergy, reservoir abandonment, biomarkers, entropy, viscosity, or Gouy‑Stodola.","Oil reservoirs represent extreme environments where anaerobic degradation profoundly influences oil composition and quality. Despite the common observation of biodegraded oil, the microbial degradation rates remain largely unknown. To address this knowledge gap, we conducted microcosm incubations with light oil as carbon source, original formation water and sulfate as electron acceptor, closely mimicking in situ conditions to assess oil degradation rates. Samples were taken from a newly drilled oil well to exclude contamination with injection water and allochthonous microorganisms. At the end of the incubations, microbial community analyses with 16S rRNA gene amplicon sequencing revealed the most prominent phyla as Desulfobacterota, Thermotogota, Bacteroidota, Bacillota (formerly Firmicutes), and Synergistota, collectively accounting for up to 44% of relative abundance. Ion chromatography and reverse stable isotope labeling were used to monitor sulfate reduction and CO2 evolution respectively. We calculated an average degradation rate of 0.35 mmol CO2 per year corresponding to 15.2 mmol CO2/mol CH2(oil) per year. This resembles to approximately 200 years to degrade one gram of oil under the applied, presumably ideal conditions. Factoring in the available oil-water-contact (OWC) zone within the incubations yielded a degradation rate of 120 g CH2 m−2 OWC per year, closely aligning with the modeled degradation rates typically observed in oil reservoirs. Moreover, our study highlighted the utility of the reverse stable isotope labeling (RSIL) approach for measuring complex substrate degradation at minute rates."
"The Microorganism Degradation Mechanism of Petroleum Hydrocarbons","https://scispace.com/paper/the-microorganism-degradation-mechanism-of-petroleum-39tqkdgxie","2011","","","Cnpc Chuanqing","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes microbial degradation mechanisms of petroleum hydrocarbons but provides no discussion of heavy oil, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy generation, viscosity, or Gouy‑Stodola theorem.","This article analyzes the conditions required for biodegradation,the environmental factors on microbial degradation of petroleum hydrocarbons,the aerobic degradation mechanism of petroleum hydrocarbons,the aerobic degradation ways,the anaerobic degradation mechanism of petroleum hydrocarbons,the delivery of hydrogen for hydrogen of some inorganic oxygen compound in anaerobic degradation and the degree of petroleum hydrocarbon degradation difficulties.Moreover it proposes that the biodegradation of crude oil should be used in the study of microbial oil recovery."
"Subsurface Petroleum Microbiology","https://scispace.com/paper/subsurface-petroleum-microbiology-det02z67t4","2014","Book Chapter","","Ajay Singh
Jonathan D. Van Hamme
Ramesh Chander Kuhad
Nagina Parmar
Owen P. Ward","10.1007/978-3-642-41837-2_9","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a general overview of microbial degradation in petroleum reservoirs, but lacks discussion of heavy oil, thermodynamics, exergy, reservoir abandonment, biomarkers, entropy, viscosity, or Gouy‑Stodola.","The importance of microbial activities in petroleum oilfields and reservoirs has been recognized for a long time, but our knowledge of the diversity of bacteria growing in these ecosystems and their metabolic activities in situ is still limited. Petroleum biotransformations in near surface or subsurface environments are achieved by either aerobic or anaerobic microorganisms, depending on oxygen input or the presence of other electron acceptors and appropriate nutrients. Biodegradation of hydrocarbons by aerobic bacteria is supported by the presence of oxygen, whereas anaerobic heterotrophic microorganisms requiring nitrate, sulfate, iron, manganese or carbon dioxide as electron acceptors are responsible for biodegradation of hydrocarbons in the absence of oxygen. In fermentative conditions, no external oxidants are used for substrate oxidation, so that no net oxidation–reduction occurs. More recent research suggests that the anaerobic degradation processes dominate subsurface sedimentary environments, despite slow reaction kinetics. An overview of our current knowledge on the near- and subsurface microbiology associated with petroleum and biogeochemical processes is provided in this chapter."
"Microbial degradation of petroleum hydrocarbons: an environmental perspective.","https://scispace.com/paper/microbial-degradation-of-petroleum-hydrocarbons-an-1otlv9nkgd","1981","Journal Article","Microbiological Research","Ronald M. Atlas","10.1128/MR.45.1.180-209.1981","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses general microbial degradation of petroleum hydrocarbons but lacks any mention of heavy oil, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy, viscosity, or Gouy-Stodola.","INTRODUCTION 180 CHEMISTRY OF PETROLEUM BIODEGRADATION . 180 Degradation of Individual Hydrocarbons ...... 180 Degradation of Hydrocarbons Within Petroleum Mixtures ..... 182 TAXONOMIC RELATIONSHIPS OF HYDROCARBON-UTILIZING MICROORGANISMS .............................. ... .. 184 DISTRIBUTION OF HYDROCARBON-UTILIZING MICROORGANISMS ...... 186 ENVIRONMENTAL FACTORS INFLUENCING BIODEGRADATION OF PETCROLEUM HYDROCARBONS ........................................... 189 PHYSICAL STATE OF OIL POLLUTANTS ................................... 189 TEMPERATURE .................................................. 190 NUTRIENTlS ..........192............................. 192 OXYGEN .......... 194 SALINITY AND PRESSURE .................... 195 CASE HISTORIES ..................... 196 CONCLUSIONS ..................... 198 LITERATURE CITED .................... 199"
"Microbial Degradation of Petroleum Hydrocarbons: Realities, Challenges and Prospects","https://scispace.com/paper/microbial-degradation-of-petroleum-hydrocarbons-realities-3elfrrjz0j","2018","Journal Article","","A. A. Unimke
O. A. Mmuoegbulam
Ogemdi Chinwendu Anika","10.9734/BJI/2018/43957","https://scispace.com/pdf/microbial-degradation-of-petroleum-hydrocarbons-realities-3elfrrjz0j.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews microbial degradation of petroleum hydrocarbons but does not discuss heavy oil, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy generation, viscosity, or Gouy‑Stodola theorem.","One of the emerging environmental challenges today is hydrocarbon pollution arising from activities of petrochemical industries, natural sources of crude oil pollution and other anthropogenic activities. These petroleum products contain harmful, carcinogenic and mutagenic compounds which could have severe consequences on biotic and abiotic components of the ecosystem. Physicochemical and biological methods are employed for the remediation of hydrocarbon contaminated systems; however, the negative impacts of the physicochemical approach are presently directing greater attention to the exploitation of the biological alternatives. This article reviews basic concepts of petroleum hydrocarbons, hydrocarbon degrading microorganisms, factors that influence the biodegradation of contaminants and innovative technologies for the effective removal of these pollutants. This article also discusses the applications of relative advances in molecular biological techniques, such as the isolation of plasmid DNA of microbial communities and the use of genetically engineered microorganisms to increase the rates of biodegradation of hydrocarbon pollutants in the environment. Review Article Unimke et al.; BJI, 22(2): 1-10, 2018; Article no.BJI.43957 2"
"Microbiology of Oil Degradation in Reservoirs","https://scispace.com/paper/microbiology-of-oil-degradation-in-reservoirs-ef34rnerjtgy","","","","D. Blanchet
A. Grabowski
Vandecasteele J-P","10.2523/71449-ms","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes microbial degradation of crude oil in reservoirs but provides no discussion of heavy oil, thermodynamics, exergy, reservoir abandonment, biomarkers, entropy generation, viscosity, or Gouy‑Stodola theorem.","Abstract The microbial alteration of crude oils in reservoirs is a widespread phenomenon. Its knowledge is of prime importance from an economical point of view, specially in offshore prospecting. The understanding of conditions that favored hydrocarbon biodegradation constitutes key information to conduct exploration. This understanding requires a better knowledge of the microbial communities present in these specific ecosystems. Our views of the microbial life and of its involvment in biodegradation of hydrocarbons in such deep anoxic environments have entirely been transformed these last two decades. First, the use of the recent molecular techniques have permitted to discover the large diversity of this microbial world. Second, undeniable proofs of attack of alkanes in strict anaerobic conditions by various groups such as sulfate-reducers, denitrifying bacteria and consortia including acetogenic bacteria and Archaea have been presented. Further progress will involve the study of key limiting factors of in-reservoir overall microbial activities, through better elucidation of available sources of nutrient and electron acceptors."
"Molecular Fingerprinting of the Biodegradation of Petroleum Organic Pollutants in Groundwater and under Site-Specific Environmental Impacts","https://scispace.com/paper/molecular-fingerprinting-of-the-biodegradation-of-petroleum-2kj8zk7f0r","2024","Journal Article","Water","Mei Yang
Yuesuo Yang
Xinyao Yang
Xiaoming Song
Xinzhong Du
Ying Lü","10.3390/w16131773","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses molecular markers to fingerprint petroleum biodegradation in groundwater; does not discuss heavy oil, thermodynamics, exergy, reservoir abandonment, entropy, viscosity, or Gouy‑Stodola.","A quantitative and qualitative assessment using molecular markers derived from compound-specific indices for indicating groundwater impacted by petroleum spills in an oil field was recently undertaken and demonstrated serious contamination, with both high total petroleum hydrocarbons (TPH) (3.68–7.32 mg/L) and hazardous compounds in the groundwater. A petroleum source was identified, and the analysis revealed a decreasing trend of fresh petroleum input, along with groundwater advection and an increasing trend of biodegradation potential at locations farther from the source. This was confirmed via microbial analysis with both biodegrading microorganisms and diversity indices (Shannon, Simpson, and Pielou) and the principal component analysis (PCA) modeling approach, which classified the field samples into three types according to the distribution correlations between different organic compounds. Biodegradation was believed to be the dominant sink of hydrocarbons due to the increasing Pr/C17 and Ph/C18 values with seasonal changes. Raised temperatures activated the microbial degradation process; specifically, low-weight hydrocarbons degraded more rapidly than high-weight hydrocarbons, resulting in the accumulation of an unresolved complex mixture of bioproducts at locations that were farther away. Spatially, the Pr/C17 and Ph/C18 values increased from the upstream to the downstream areas, showing substantial biodegradation. The relationships between the molecular markers and chemical indices were quantified via canonical correlation analysis (CCA) to visually explain the interactive reaction processes. It was also demonstrated that the biodegradation of petroleum organics can be characterized by the consumption of dissolved oxygen and a decreasing Pr/Ph ratio, due to system reduction. These results demonstrate that compound-specific molecular markers, coupled with biochemical parameters, can effectively support a better understanding and effective fingerprinting of the fate and transport of petroleum organic contaminants, thus offering valuable technical support for a cost-effective remediation strategy. "
"Theoretical and Practical Issues of Hydrocarbon Biological Oxidation by Microorganisms A. V. Bryanskaya, Yu. E. Uvarova, N. M. Slynko, E. A. Demidov, A. S. Rozanov, and S. E. Peltek","https://scispace.com/paper/theoretical-and-practical-issues-of-hydrocarbon-biological-130r1agbgm","2015","","","Russia Novosibirsk","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies microbial oxidation of various hydrocarbons but does not address heavy oil, thermodynamics, exergy, reservoir abandonment, biomarkers, entropy, viscosity, or Gouy‑Stodola.","This study is focused on the theoretical issues of biological oxidation of oil hydrocarbons varying from alkanes to polycyclic aromatic hydrocarbons. The biochemical mechanisms of the decomposition of the oil components are shown, as well as the review of data represented in the conventional data bases. The results of the microbial community studies, inhabiting the natural oil seeps of the Uzon caldera, are described in detail. It is the first study of the ecophysiological characteristics of oildegrading microorganisms isolated from the thermal oil seeps of the caldera."
"Rate-Limiting Steps in the Microbial Degradation of Petroleum Hydrocarbons","https://scispace.com/paper/rate-limiting-steps-in-the-microbial-degradation-of-2yy45w2urs","1998","Book Chapter","","Eugene Rosenberg
Shiri Navon-Venezia
I. Zilber-Rosenberg
Eliora Z. Ron","10.1007/978-3-662-03674-7_11","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses microbial degradation of petroleum hydrocarbons, but lacks any mention of heavy oil, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy, viscosity, or Gouy-Stodola.","Effective bioremediation of petroleum pollution relies heavily on a fundamental understanding of how microorganisms grow on hydrocarbons. Table 1 outlines the requirements for biodegradation of petroleum hydrocarbons."
"Where does the stress path lead? Irreversibility and hysteresis in reservoir geomechanics","https://scispace.com/paper/where-does-the-stress-path-lead-irreversibility-and-266e90hpjw","2016","","","Rune M. Holt
Sohrab Gheibi
Alexandre Lavrov","","https://www.researchgate.net/profile/Sohrab-Gheibi/publication/304492511_Where_does_the_stress_path_lead_Irreversibility_and_hysteresis_in_reservoir_geomechanics/links/57712b8a08ae6219474a37cf/Where-does-the-stress-path-lead-Irreversibility-and-hysteresis-in-reservoir-geomechanics.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes reservoir stress changes from pressure depletion; does not discuss heavy oil biodegradation, thermodynamics, biomarkers, entropy, or Gouy‑Stodola.",""
"Entropy production in nonequilibrium systems at stationary states","https://scispace.com/paper/entropy-production-in-nonequilibrium-systems-at-stationary-yzzc3g38gb","2012","Journal Article","Physical Review Letters","Tânia Tomé
Mário J. de Oliveira","10.1103/PHYSREVLETT.108.020601","https://repositorio.usp.br/directbitstream/5a1776dd-9ba8-4eab-9368-9831d7dadc8e/PhysRevLett.108.020601+%282%29.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes entropy production in a lattice gas model; does not address heavy oil, biodegradation, exergy, reservoir abandonment, biomarkers, viscosity, or Gouy‑Stodola.","We present a stochastic approach to nonequilibrium thermodynamics based on the expression of the entropy production rate advanced by Schnakenberg for systems described by a master equation. From the microscopic Schnakenberg expression we get the macroscopic bilinear form for the entropy production rate in terms of fluxes and forces. This is performed by placing the system in contact with two reservoirs with distinct sets of thermodynamic fields and by assuming an appropriate form for the transition rate. The approach is applied to an interacting lattice gas model in contact with two heat and particle reservoirs. On a square lattice, a continuous symmetry breaking phase transition takes place such that at the nonequilibrium ordered phase a heat flow sets in even when the temperatures of the reservoirs are the same. The entropy production rate is found to have a singularity at the critical point of the linear-logarithm type."
"Entropy production and thermodynamic power of the squeezed thermal reservoir","https://scispace.com/paper/entropy-production-and-thermodynamic-power-of-the-squeezed-iq3ovxphdebc","2022","Repository","","Manzano, Gonzalo
Zambrini, Roberta
Parrondo, Juan M. R.","10.48550/arxiv.1512.07881","https://arxiv.org/pdf/1512.07881","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes entropy production of a quantum squeezed thermal reservoir; does not address heavy oil, biodegradation, exergy, reservoir abandonment, biomarkers, viscosity, or Gouy‑Stodola.","We analyze the entropy production and the maximal extractable work from a squeezed thermal reservoir. The nonequilibrium quantum nature of the reservoir induces an entropy transfer with a coherent contribution while modifying its thermal part, allowing work extraction from a single reservoir, as well as great improvements in power and efficiency for quantum heat engines. Introducing a modified quantum Otto cycle, our approach fully characterizes operational regimes forbidden in the standard case, such as refrigeration and work extraction at the same time, accompanied by efficiencies equal to unity. "
"Entropy production in irreversible processes with friction","https://scispace.com/paper/entropy-production-in-irreversible-processes-with-friction-1ae2w2p610","2008","Journal Article","Physical Review E","João P. S. Bizarro","10.1103/PHYSREVE.78.021137","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses entropy production with friction, but lacks any mention of heavy oil, biodegradation, exergy, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","Established expressions for entropy production in irreversible processes are generalized to include friction explicitly, as a source of irreversibility in the interaction between a system and its surroundings. The net amount of heat delivered to the system does not come now only from the reservoir, but may have an additional component coming from the work done against friction forces and dissipated as heat. To avoid ambiguities in interpreting the different contributions to entropy increase, the latter is also written in terms of the heat directly exchanged between the system and surroundings and of the fraction of frictional work that is lost in the system."
"Metagenomic Insights Into the Mechanisms for Biodegradation of Polycyclic Aromatic Hydrocarbons in the Oil Supply Chain.","https://scispace.com/paper/metagenomic-insights-into-the-mechanisms-for-biodegradation-1f611sikg7","2020","Journal Article","Frontiers in Microbiology","Kelly J. Hidalgo
Isabel N. Sierra-Garcia
Isabel N. Sierra-Garcia
Bruna Martins Dellagnezze
Valéria Maia de Oliveira","10.3389/FMICB.2020.561506","https://scispace.com/pdf/metagenomic-insights-into-the-mechanisms-for-biodegradation-1f611sikg7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","Petroleum is a very complex and diverse organic mixture. Its composition depends on reservoir location and in situ conditions and changes once crude oil is spilled into the environment, making the characteristics associated with every spill unique. Polycyclic aromatic hydrocarbons (PAHs) are common components of the crude oil and constitute a group of persistent organic pollutants. Due to their highly hydrophobic, and their low solubility tend to accumulate in soil and sediment. The process by which oil is sourced and made available for use is referred to as the oil supply chain and involves three parts: (1) upstream, (2) midstream and (3) downstream activities. As consequence from oil supply chain activities, crude oils are subjected to biodeterioration, acidification and souring, and oil spills are frequently reported affecting not only the environment, but also the economy and human resources. Different bioremediation techniques based on microbial metabolism, such as natural attenuation, bioaugmentation, biostimulation are promising approaches to minimize the environmental impact of oil spills. The rate and efficiency of this process depend on multiple factors, like pH, oxygen content, temperature, availability and concentration of the pollutants and diversity and structure of the microbial community present in the affected (contaminated) area. Emerging approaches, such as (meta-)taxonomics and (meta-)genomics bring new insights into the molecular mechanisms of PAH microbial degradation at both single species and community levels in oil reservoirs and groundwater/seawater spills. We have scrutinized the microbiological aspects of biodegradation of PAHs naturally occurring in oil upstream activities (exploration and production), and crude oil and/or by-products spills in midstream (transport and storage) and downstream (refining and distribution) activities. This work addresses PAH biodegradation in different stages of oil supply chain affecting diverse environments (groundwater, seawater, oil reservoir) focusing on genes and pathways as well as key players involved in this process. In depth understanding of the biodegradation process will provide/improve knowledge for optimizing and monitoring bioremediation in oil spills cases and/or to impair the degradation in reservoirs avoiding deterioration of crude oil quality."
"Fluid and Rock Property Controls On Production And Seismic Monitoring Alaska Heavy Oils","https://scispace.com/paper/fluid-and-rock-property-controls-on-production-and-seismic-37ko6vje1m","2012","Report","","Matthew W. Liberatore
Andy Herring
Manika Prasad
John R. Dorgan
Michael Batzle","10.2172/1062649","https://scispace.com/pdf/fluid-and-rock-property-controls-on-production-and-seismic-37ko6vje1m.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","The goal of this project is to improve recovery of Alaskan North Slope (ANS) heavy oil resources in the Ugnu formation by improving our understanding of the formation's vertical and lateral heterogeneities via core evaluation, evaluating possible recovery processes, and employing geophysical monitoring to assess production and modify production operations."
"Entropy production in irreversible systems described by a Fokker-Planck equation","https://scispace.com/paper/entropy-production-in-irreversible-systems-described-by-a-1vv6mkj7i4","2010","Journal Article","Physical Review E","Tânia Tomé
Mário J. de Oliveira","10.1103/PHYSREVE.82.021120","http://fig.if.usp.br/~oliveira/PRE_82_021120_2010.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","We analyze the irreversibility and the entropy production in nonequilibrium interacting particle systems described by a Fokker-Planck equation by the use of a suitable master equation representation. The irreversible character is provided either by nonconservative forces or by the contact with heat baths at distinct temperatures. The expression for the entropy production is deduced from a general definition, which is related to the probability of a trajectory in phase space and its time reversal, that makes no reference a priori to the dissipated power. Our formalism is applied to calculate the heat conductance in a simple system consisting of two Brownian particles each one in contact to a heat reservoir. We show also the connection between the definition of entropy production rate and the Jarzynski equality."
"Hidrocarbonetos saturados e policíclicos aromáticos em óleos do campo pilar, sub-bacia alagoas: identificação e concentração","https://scispace.com/paper/hidrocarbonetos-saturados-e-policiclicos-aromaticos-em-oleos-4w3z4yd3mm","2012","","","L. M. C. Rebouças
F. A. R. Nogueira
A. R. Sabino
R. J. R. Morais
A. E. G. Sant Ana","10.21715/GB.V22I2.280","https://scispace.com/pdf/hidrocarbonetos-saturados-e-policiclicos-aromaticos-em-oleos-4w3z4yd3mm.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Identifies saturated hydrocarbons and PAHs as biomarkers in oils, but provides no discussion of heavy‑oil biodegradation, thermodynamics, exergy, reservoir abandonment, entropy, viscosity, or Gouy‑Stodola.",""
"The reversible process: A zero‐entropy‐production limit","https://scispace.com/paper/the-reversible-process-a-zero-entropy-production-limit-6ngbqk76l4","1996","Journal Article","American Journal of Physics","John S. Thomsen
Helene C. Bers","10.1119/1.18158","https://pubs.aip.org/aapt/ajp/article-pdf/64/5/580/11895056/580_1_online.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","After the concept of entropy has been introduced in the classical approach to thermodynamics, the definition of a reversible process may be refined in a mathematical way. If a given process can be modified by appropriate adjustment of the thermodynamic force involved so that it approaches a limit of zero entropy production, defining a limit process, and if the reverse process can be similarly modified, defining the same limit process in reverse, then we say that the process is reversible in this limit. Two examples are given, one dealing with the heating of a system and the second involving the adiabatic expansion of a viscous ideal gas."
"Availability and irreversibility in thermodynamics","https://scispace.com/paper/availability-and-irreversibility-in-thermodynamics-4mbyqnh28e","1951","Journal Article","British Journal of Applied Physics","Joseph H Keenan","10.1088/0508-3443/2/7/302","https://iopscience.iop.org/article/10.1088/0508-3443/2/7/302/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses thermodynamic available energy and irreversibility with generic reservoirs, but lacks any mention of heavy oil, biodegradation, biomarkers, viscosity, or Gouy‑Stodola.","Connexion is made between Gibbs's ""available energy of the system and medium"" and the criterion of stability The available energy concept is developed for systems which communicate only with the uniform medium or atmosphere and for systems which communicate with an additional reservoir of specified temperature The treatment is extended to problems of transient and steady flow A measure of departure from the ideal, the irreversibility, is defined and examined for its significance Performance coefficients are devised for several classes of processes Finally, the generality of the method is exhibited by analysis of a variety of thermodynamic phenomena"
"Stochastic thermodynamics of a quantum dot coupled to a finite-size reservoir","https://scispace.com/paper/stochastic-thermodynamics-of-a-quantum-dot-coupled-to-a-3qhii1di4q","2023","Journal Article","Physical Review Letters","Saulo V. Moreira
Peter Samuelsson
Patrick P. Potts","10.1103/physrevlett.131.220405","https://link.aps.org/pdf/10.1103/PhysRevLett.131.220405","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** ","In nanoscale systems coupled to finite-size reservoirs, the reservoir temperature may fluctuate due to heat exchange between the system and the reservoirs. To date, a stochastic thermodynamic analysis of heat, work, and entropy production in such systems is, however, missing. Here we fill this gap by analyzing a single-level quantum dot tunnel coupled to a finite-size electronic reservoir. The system dynamics is described by a Markovian master equation, depending on the fluctuating temperature of the reservoir. Based on a fluctuation theorem, we identify the appropriate entropy production that results in a thermodynamically consistent statistical description. We illustrate our results by analyzing the work production for a finite-size reservoir Szilard engine. "
"Entropy production as correlation between system and reservoir","https://scispace.com/paper/entropy-production-as-correlation-between-system-and-3hfqgcfg8n","2010","Journal Article","New Journal of Physics","Massimiliano Esposito
Katja Lindenberg
Christian Van den Broeck","10.1088/1367-2630/12/1/013013","https://iopscience.iop.org/article/10.1088/1367-2630/12/1/013013/pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Derives entropy production as system‑reservoir correlation; does not discuss heavy oil, biodegradation, exergy, reservoir abandonment, biomarkers, viscosity, or Gouy‑Stodola.","We derive an exact (classical and quantum) expression for the entropy production of a finite system placed in contact with one or several finite reservoirs, each of which is initially described by a canonical equilibrium distribution. Although the total entropy of system plus reservoirs is conserved, we show that system entropy production is always positive and is a direct measure of system–reservoir correlations and/or entanglements. Using an exactly solvable quantum model, we illustrate our novel interpretation of the Second Law in a microscopically reversible finite-size setting, with strong coupling between the system and the reservoirs. With this model, we also explicitly show the approach of our exact formulation to the standard description of irreversibility in the limit of a large reservoir."
